state code,date,visits,clinic,notes
NC,2026-02-10,4,Community Care,seasonal spike expected
NC,2026-02-10,6,Riverstone Medical,telehealth ok
NC,2026-02-10,3,Downtown Clinic,telehealth ok
TN,2026-02-10,3,Northside Health,telehealth ok
TN,2026-02-10,5,Riverstone Medical,seasonal spike expected
TN,2026-02-10,4,Downtown Clinic,telehealth ok
IL,2026-02-10,3,Lakeview Clinic,seasonal spike expected
IL,2026-02-10,2,Community Care,telehealth ok
IL,2026-02-10,5,Downtown Clinic,seasonal spike expected
NH,2026-02-10,5,Downtown Clinic,
NH,2026-02-10,4,Northside Health,seasonal spike expected
NH,2026-02-10,6,Riverstone Medical,seasonal spike expected
FL,2026-02-10,5,Northside Health,telehealth ok
FL,2026-02-10,7,Downtown Clinic,telehealth ok
FL,2026-02-10,4,Lakeview Clinic,
MT,2026-02-10,5,Riverstone Medical,seasonal spike expected
MT,2026-02-10,6,Lakeview Clinic,
MT,2026-02-10,4,Northside Health,telehealth ok
NE,2026-02-10,6,Northside Health,
NE,2026-02-10,4,Lakeview Clinic,telehealth ok
NE,2026-02-10,2,Community Care,seasonal spike expected
CT,2026-02-10,2,Downtown Clinic,seasonal spike expected
CT,2026-02-10,3,Community Care,
CT,2026-02-10,3,Lakeview Clinic,seasonal spike expected
AL,2026-02-10,5,Riverstone Medical,seasonal spike expected
AL,2026-02-10,5,Downtown Clinic,telehealth ok
AL,2026-02-10,2,Community Care,telehealth ok
MD,2026-02-10,4,Northside Health,telehealth ok
MD,2026-02-10,3,Riverstone Medical,
MD,2026-02-10,4,Downtown Clinic,
ID,2026-02-10,3,Lakeview Clinic,seasonal spike expected
ID,2026-02-10,6,Downtown Clinic,telehealth ok
ID,2026-02-10,3,Riverstone Medical,
ND,2026-02-10,6,Downtown Clinic,
ND,2026-02-10,6,Northside Health,seasonal spike expected
ND,2026-02-10,3,Riverstone Medical,telehealth ok
KS,2026-02-10,6,Riverstone Medical,seasonal spike expected
KS,2026-02-10,5,Downtown Clinic,
KS,2026-02-10,3,Lakeview Clinic,telehealth ok
VT,2026-02-10,5,Downtown Clinic,telehealth ok
VT,2026-02-10,5,Riverstone Medical,
VT,2026-02-10,3,Community Care,telehealth ok
MI,2026-02-10,5,Downtown Clinic,seasonal spike expected
MI,2026-02-10,3,Community Care,seasonal spike expected
MI,2026-02-10,6,Riverstone Medical,telehealth ok
NY,2026-02-10,7,Northside Health,telehealth ok
NY,2026-02-10,5,Community Care,telehealth ok
NY,2026-02-10,3,Lakeview Clinic,
UT,2026-02-10,2,Northside Health,
UT,2026-02-10,6,Riverstone Medical,seasonal spike expected
UT,2026-02-10,5,Community Care,telehealth ok
TX,2026-02-10,4,Lakeview Clinic,seasonal spike expected
TX,2026-02-10,3,Downtown Clinic,telehealth ok
TX,2026-02-10,6,Riverstone Medical,
LA,2026-02-10,3,Community Care,seasonal spike expected
LA,2026-02-10,2,Lakeview Clinic,seasonal spike expected
LA,2026-02-10,6,Northside Health,
WV,2026-02-10,5,Lakeview Clinic,
WV,2026-02-10,3,Downtown Clinic,seasonal spike expected
WV,2026-02-10,5,Community Care,seasonal spike expected
NJ,2026-02-10,5,Downtown Clinic,telehealth ok
NJ,2026-02-10,4,Lakeview Clinic,
NJ,2026-02-10,4,Community Care,
NM,2026-02-10,6,Riverstone Medical,telehealth ok
NM,2026-02-10,6,Northside Health,
NM,2026-02-10,2,Community Care,
MN,2026-02-10,4,Community Care,seasonal spike expected
MN,2026-02-10,4,Riverstone Medical,
MN,2026-02-10,5,Lakeview Clinic,seasonal spike expected
MS,2026-02-10,6,Lakeview Clinic,
MS,2026-02-10,2,Northside Health,
MS,2026-02-10,4,Downtown Clinic,telehealth ok
VA,2026-02-10,2,Community Care,telehealth ok
VA,2026-02-10,3,Lakeview Clinic,telehealth ok
VA,2026-02-10,6,Riverstone Medical,seasonal spike expected
AR,2026-02-10,3,Lakeview Clinic,
AR,2026-02-10,2,Riverstone Medical,telehealth ok
AR,2026-02-10,2,Downtown Clinic,telehealth ok
WY,2026-02-11,4,Lakeview Clinic,seasonal spike expected
WY,2026-02-11,5,Downtown Clinic,
WY,2026-02-11,2,Riverstone Medical,
OR,2026-02-11,4,Northside Health,telehealth ok
OR,2026-02-11,2,Downtown Clinic,
OR,2026-02-11,3,Riverstone Medical,
CA,2026-02-11,4,Downtown Clinic,
CA,2026-02-11,7,Lakeview Clinic,seasonal spike expected
CA,2026-02-11,6,Northside Health,seasonal spike expected
GA,2026-02-11,6,Northside Health,seasonal spike expected
GA,2026-02-11,5,Riverstone Medical,telehealth ok
GA,2026-02-11,4,Downtown Clinic,seasonal spike expected
AK,2026-02-11,3,Downtown Clinic,
AK,2026-02-11,2,Community Care,seasonal spike expected
AK,2026-02-11,4,Lakeview Clinic,telehealth ok
HI,2026-02-11,5,Downtown Clinic,telehealth ok
HI,2026-02-11,3,Lakeview Clinic,seasonal spike expected
HI,2026-02-11,3,Riverstone Medical,seasonal spike expected
PA,2026-02-11,3,Lakeview Clinic,seasonal spike expected
PA,2026-02-11,5,Riverstone Medical,telehealth ok
PA,2026-02-11,6,Northside Health,telehealth ok
AZ,2026-02-11,6,Community Care,telehealth ok
AZ,2026-02-11,4,Northside Health,telehealth ok
AZ,2026-02-11,4,Riverstone Medical,
RI,2026-02-11,2,Northside Health,telehealth ok
RI,2026-02-11,4,Downtown Clinic,seasonal spike expected
RI,2026-02-11,4,Community Care,
NC,2026-02-11,3,Downtown Clinic,seasonal spike expected
NC,2026-02-11,5,Community Care,telehealth ok
NC,2026-02-11,4,Riverstone Medical,seasonal spike expected
TN,2026-02-11,2,Downtown Clinic,
TN,2026-02-11,3,Northside Health,seasonal spike expected
TN,2026-02-11,2,Lakeview Clinic,telehealth ok
IL,2026-02-11,5,Downtown Clinic,
IL,2026-02-11,6,Riverstone Medical,telehealth ok
IL,2026-02-11,5,Community Care,seasonal spike expected
NH,2026-02-11,5,Riverstone Medical,seasonal spike expected
NH,2026-02-11,6,Downtown Clinic,telehealth ok
NH,2026-02-11,5,Lakeview Clinic,telehealth ok
FL,2026-02-11,5,Northside Health,telehealth ok
FL,2026-02-11,6,Downtown Clinic,
FL,2026-02-11,4,Riverstone Medical,telehealth ok
MT,2026-02-11,3,Northside Health,seasonal spike expected
MT,2026-02-11,5,Community Care,
MT,2026-02-11,6,Riverstone Medical,telehealth ok
NE,2026-02-11,3,Community Care,
NE,2026-02-11,3,Downtown Clinic,
NE,2026-02-11,2,Northside Health,
CT,2026-02-11,4,Riverstone Medical,telehealth ok
CT,2026-02-11,6,Downtown Clinic,
CT,2026-02-11,2,Northside Health,telehealth ok
AL,2026-02-11,3,Lakeview Clinic,seasonal spike expected
AL,2026-02-11,4,Downtown Clinic,
AL,2026-02-11,4,Northside Health,telehealth ok
MD,2026-02-11,5,Northside Health,
MD,2026-02-11,6,Lakeview Clinic,telehealth ok
MD,2026-02-11,5,Downtown Clinic,telehealth ok
ID,2026-02-11,5,Community Care,telehealth ok
ID,2026-02-11,6,Riverstone Medical,telehealth ok
ID,2026-02-11,6,Northside Health,seasonal spike expected
ND,2026-02-11,3,Downtown Clinic,
ND,2026-02-11,6,Riverstone Medical,
ND,2026-02-11,3,Community Care,seasonal spike expected
KS,2026-02-11,3,Lakeview Clinic,seasonal spike expected
KS,2026-02-11,3,Riverstone Medical,seasonal spike expected
KS,2026-02-11,5,Northside Health,seasonal spike expected
VT,2026-02-11,6,Community Care,
VT,2026-02-11,3,Riverstone Medical,seasonal spike expected
VT,2026-02-11,3,Northside Health,telehealth ok
MI,2026-02-11,6,Lakeview Clinic,seasonal spike expected
MI,2026-02-11,5,Northside Health,telehealth ok
MI,2026-02-11,6,Downtown Clinic,telehealth ok
NY,2026-02-11,5,Lakeview Clinic,telehealth ok
NY,2026-02-11,3,Downtown Clinic,
NY,2026-02-11,4,Northside Health,seasonal spike expected
UT,2026-02-11,3,Lakeview Clinic,
UT,2026-02-11,3,Riverstone Medical,seasonal spike expected
UT,2026-02-11,5,Northside Health,
TX,2026-02-11,6,Downtown Clinic,telehealth ok
TX,2026-02-11,5,Community Care,seasonal spike expected
TX,2026-02-11,5,Riverstone Medical,seasonal spike expected
LA,2026-02-11,5,Riverstone Medical,seasonal spike expected
LA,2026-02-11,4,Lakeview Clinic,seasonal spike expected
LA,2026-02-11,4,Northside Health,
WV,2026-02-11,2,Lakeview Clinic,seasonal spike expected
WV,2026-02-11,5,Downtown Clinic,
WV,2026-02-11,5,Northside Health,
NJ,2026-02-11,2,Community Care,telehealth ok
NJ,2026-02-11,4,Northside Health,
NJ,2026-02-11,2,Lakeview Clinic,telehealth ok
NM,2026-02-11,6,Lakeview Clinic,telehealth ok
NM,2026-02-11,2,Riverstone Medical,telehealth ok
NM,2026-02-11,6,Community Care,telehealth ok
MN,2026-02-11,2,Northside Health,telehealth ok
MN,2026-02-11,5,Community Care,seasonal spike expected
MN,2026-02-11,3,Riverstone Medical,seasonal spike expected
MS,2026-02-11,5,Riverstone Medical,seasonal spike expected
MS,2026-02-11,5,Downtown Clinic,telehealth ok
MS,2026-02-11,4,Community Care,
VA,2026-02-11,2,Lakeview Clinic,telehealth ok
VA,2026-02-11,6,Riverstone Medical,
VA,2026-02-11,4,Community Care,seasonal spike expected
AR,2026-02-11,2,Northside Health,telehealth ok
AR,2026-02-11,5,Riverstone Medical,seasonal spike expected
AR,2026-02-11,6,Community Care,telehealth ok
WY,2026-02-12,6,Downtown Clinic,seasonal spike expected
WY,2026-02-12,3,Riverstone Medical,seasonal spike expected
WY,2026-02-12,4,Northside Health,
OR,2026-02-12,4,Downtown Clinic,
OR,2026-02-12,3,Riverstone Medical,seasonal spike expected
OR,2026-02-12,5,Community Care,telehealth ok
CA,2026-02-12,4,Riverstone Medical,
CA,2026-02-12,4,Northside Health,telehealth ok
CA,2026-02-12,5,Downtown Clinic,
GA,2026-02-12,2,Riverstone Medical,
GA,2026-02-12,3,Downtown Clinic,telehealth ok
GA,2026-02-12,6,Lakeview Clinic,seasonal spike expected
AK,2026-02-12,6,Northside Health,telehealth ok
AK,2026-02-12,3,Lakeview Clinic,seasonal spike expected
AK,2026-02-12,2,Downtown Clinic,
HI,2026-02-12,5,Community Care,telehealth ok
HI,2026-02-12,3,Northside Health,
HI,2026-02-12,6,Downtown Clinic,telehealth ok
PA,2026-02-12,3,Northside Health,
PA,2026-02-12,5,Lakeview Clinic,
PA,2026-02-12,2,Riverstone Medical,telehealth ok
AZ,2026-02-12,6,Downtown Clinic,telehealth ok
AZ,2026-02-12,5,Community Care,seasonal spike expected
AZ,2026-02-12,5,Lakeview Clinic,seasonal spike expected
RI,2026-02-12,2,Northside Health,seasonal spike expected
RI,2026-02-12,6,Riverstone Medical,telehealth ok
RI,2026-02-12,5,Community Care,telehealth ok
NC,2026-02-12,3,Lakeview Clinic,seasonal spike expected
NC,2026-02-12,5,Downtown Clinic,
NC,2026-02-12,6,Riverstone Medical,telehealth ok
TN,2026-02-12,3,Riverstone Medical,telehealth ok
TN,2026-02-12,6,Northside Health,telehealth ok
TN,2026-02-12,2,Community Care,telehealth ok
IL,2026-02-12,3,Downtown Clinic,telehealth ok
IL,2026-02-12,5,Lakeview Clinic,seasonal spike expected
IL,2026-02-12,2,Riverstone Medical,
NH,2026-02-12,4,Northside Health,
NH,2026-02-12,6,Riverstone Medical,
NH,2026-02-12,4,Community Care,seasonal spike expected
FL,2026-02-12,7,Downtown Clinic,seasonal spike expected
FL,2026-02-12,3,Community Care,seasonal spike expected
FL,2026-02-12,6,Lakeview Clinic,seasonal spike expected
MT,2026-02-12,6,Lakeview Clinic,
MT,2026-02-12,5,Downtown Clinic,telehealth ok
MT,2026-02-12,5,Northside Health,
NE,2026-02-12,2,Lakeview Clinic,
NE,2026-02-12,5,Northside Health,telehealth ok
NE,2026-02-12,4,Community Care,
CT,2026-02-12,2,Northside Health,seasonal spike expected
CT,2026-02-12,2,Riverstone Medical,telehealth ok
CT,2026-02-12,2,Downtown Clinic,telehealth ok
AL,2026-02-12,3,Lakeview Clinic,seasonal spike expected
AL,2026-02-12,6,Downtown Clinic,telehealth ok
AL,2026-02-12,3,Community Care,telehealth ok
MD,2026-02-12,3,Northside Health,
MD,2026-02-12,6,Riverstone Medical,
MD,2026-02-12,5,Community Care,seasonal spike expected
ID,2026-02-12,5,Northside Health,seasonal spike expected
ID,2026-02-12,4,Community Care,seasonal spike expected
ID,2026-02-12,2,Lakeview Clinic,seasonal spike expected
ND,2026-02-12,3,Lakeview Clinic,seasonal spike expected
ND,2026-02-12,3,Downtown Clinic,seasonal spike expected
ND,2026-02-12,4,Community Care,
KS,2026-02-12,4,Northside Health,
KS,2026-02-12,3,Downtown Clinic,seasonal spike expected
KS,2026-02-12,3,Community Care,seasonal spike expected
VT,2026-02-12,2,Riverstone Medical,
VT,2026-02-12,6,Community Care,
VT,2026-02-12,4,Northside Health,
MI,2026-02-12,6,Lakeview Clinic,
MI,2026-02-12,6,Downtown Clinic,
MI,2026-02-12,2,Community Care,
NY,2026-02-12,3,Lakeview Clinic,seasonal spike expected
NY,2026-02-12,4,Downtown Clinic,
NY,2026-02-12,4,Northside Health,seasonal spike expected
UT,2026-02-12,2,Riverstone Medical,telehealth ok
UT,2026-02-12,2,Lakeview Clinic,
UT,2026-02-12,5,Community Care,
TX,2026-02-12,4,Northside Health,
TX,2026-02-12,4,Lakeview Clinic,
TX,2026-02-12,5,Riverstone Medical,seasonal spike expected
LA,2026-02-12,4,Downtown Clinic,
LA,2026-02-12,2,Riverstone Medical,telehealth ok
LA,2026-02-12,4,Northside Health,telehealth ok
WV,2026-02-12,3,Riverstone Medical,
WV,2026-02-12,6,Downtown Clinic,seasonal spike expected
WV,2026-02-12,6,Northside Health,seasonal spike expected
NJ,2026-02-12,2,Riverstone Medical,seasonal spike expected
NJ,2026-02-12,4,Northside Health,telehealth ok
NJ,2026-02-12,5,Lakeview Clinic,
NM,2026-02-12,6,Riverstone Medical,
NM,2026-02-12,3,Northside Health,telehealth ok
NM,2026-02-12,4,Downtown Clinic,seasonal spike expected
MN,2026-02-12,6,Riverstone Medical,telehealth ok
MN,2026-02-12,6,Lakeview Clinic,telehealth ok
MN,2026-02-12,6,Community Care,
MS,2026-02-12,2,Community Care,
MS,2026-02-12,3,Riverstone Medical,telehealth ok
MS,2026-02-12,6,Downtown Clinic,telehealth ok
VA,2026-02-12,3,Downtown Clinic,telehealth ok
VA,2026-02-12,4,Northside Health,telehealth ok
VA,2026-02-12,5,Riverstone Medical,telehealth ok
AR,2026-02-12,4,Downtown Clinic,
AR,2026-02-12,3,Riverstone Medical,seasonal spike expected
AR,2026-02-12,6,Community Care,
WY,2026-02-13,2,Lakeview Clinic,seasonal spike expected
WY,2026-02-13,4,Riverstone Medical,
WY,2026-02-13,3,Downtown Clinic,
OR,2026-02-13,5,Lakeview Clinic,seasonal spike expected
OR,2026-02-13,3,Community Care,
OR,2026-02-13,6,Riverstone Medical,telehealth ok
CA,2026-02-13,7,Downtown Clinic,telehealth ok
CA,2026-02-13,4,Northside Health,
CA,2026-02-13,6,Lakeview Clinic,
GA,2026-02-13,5,Northside Health,
GA,2026-02-13,3,Downtown Clinic,
GA,2026-02-13,6,Lakeview Clinic,
AK,2026-02-13,6,Community Care,telehealth ok
AK,2026-02-13,4,Lakeview Clinic,seasonal spike expected
AK,2026-02-13,6,Riverstone Medical,
HI,2026-02-13,6,Community Care,seasonal spike expected
HI,2026-02-13,2,Lakeview Clinic,telehealth ok
HI,2026-02-13,6,Northside Health,telehealth ok
PA,2026-02-13,6,Downtown Clinic,
PA,2026-02-13,6,Northside Health,
PA,2026-02-13,2,Riverstone Medical,telehealth ok
AZ,2026-02-13,5,Downtown Clinic,seasonal spike expected
AZ,2026-02-13,6,Community Care,telehealth ok
AZ,2026-02-13,4,Lakeview Clinic,
RI,2026-02-13,6,Riverstone Medical,
RI,2026-02-13,6,Community Care,telehealth ok
RI,2026-02-13,5,Northside Health,
NC,2026-02-13,3,Downtown Clinic,telehealth ok
NC,2026-02-13,2,Riverstone Medical,telehealth ok
NC,2026-02-13,5,Community Care,telehealth ok
TN,2026-02-13,2,Northside Health,seasonal spike expected
TN,2026-02-13,4,Riverstone Medical,
TN,2026-02-13,4,Lakeview Clinic,telehealth ok
IL,2026-02-13,6,Community Care,seasonal spike expected
IL,2026-02-13,6,Northside Health,
IL,2026-02-13,4,Downtown Clinic,seasonal spike expected
NH,2026-02-13,2,Downtown Clinic,telehealth ok
NH,2026-02-13,2,Lakeview Clinic,telehealth ok
NH,2026-02-13,4,Community Care,telehealth ok
FL,2026-02-13,4,Downtown Clinic,
FL,2026-02-13,7,Northside Health,seasonal spike expected
FL,2026-02-13,4,Community Care,telehealth ok
MT,2026-02-13,4,Lakeview Clinic,
MT,2026-02-13,3,Northside Health,
MT,2026-02-13,6,Community Care,telehealth ok
NE,2026-02-13,3,Lakeview Clinic,seasonal spike expected
NE,2026-02-13,3,Community Care,
NE,2026-02-13,5,Downtown Clinic,
CT,2026-02-13,2,Riverstone Medical,telehealth ok
CT,2026-02-13,2,Lakeview Clinic,telehealth ok
CT,2026-02-13,5,Northside Health,
AL,2026-02-13,6,Community Care,seasonal spike expected
AL,2026-02-13,2,Riverstone Medical,
AL,2026-02-13,6,Lakeview Clinic,telehealth ok
MD,2026-02-13,3,Downtown Clinic,
MD,2026-02-13,3,Riverstone Medical,telehealth ok
MD,2026-02-13,6,Lakeview Clinic,telehealth ok
ID,2026-02-13,2,Lakeview Clinic,telehealth ok
ID,2026-02-13,3,Community Care,
ID,2026-02-13,2,Northside Health,
ND,2026-02-13,6,Community Care,telehealth ok
ND,2026-02-13,6,Riverstone Medical,seasonal spike expected
ND,2026-02-13,6,Lakeview Clinic,
KS,2026-02-13,6,Lakeview Clinic,seasonal spike expected
KS,2026-02-13,3,Northside Health,
KS,2026-02-13,5,Riverstone Medical,
VT,2026-02-13,4,Downtown Clinic,
VT,2026-02-13,2,Riverstone Medical,telehealth ok
VT,2026-02-13,5,Lakeview Clinic,
MI,2026-02-13,5,Lakeview Clinic,telehealth ok
MI,2026-02-13,3,Riverstone Medical,telehealth ok
MI,2026-02-13,5,Downtown Clinic,telehealth ok
NY,2026-02-13,3,Riverstone Medical,seasonal spike expected
NY,2026-02-13,7,Northside Health,telehealth ok
NY,2026-02-13,5,Lakeview Clinic,
UT,2026-02-13,4,Northside Health,telehealth ok
UT,2026-02-13,6,Downtown Clinic,
UT,2026-02-13,4,Lakeview Clinic,
TX,2026-02-13,6,Lakeview Clinic,telehealth ok
TX,2026-02-13,5,Northside Health,
TX,2026-02-13,7,Downtown Clinic,telehealth ok
LA,2026-02-13,5,Downtown Clinic,seasonal spike expected
LA,2026-02-13,2,Lakeview Clinic,
LA,2026-02-13,4,Riverstone Medical,telehealth ok
WV,2026-02-13,6,Downtown Clinic,telehealth ok
WV,2026-02-13,3,Riverstone Medical,
WV,2026-02-13,2,Community Care,seasonal spike expected
NJ,2026-02-13,6,Downtown Clinic,telehealth ok
NJ,2026-02-13,5,Community Care,seasonal spike expected
NJ,2026-02-13,2,Riverstone Medical,telehealth ok
NM,2026-02-13,4,Community Care,telehealth ok
NM,2026-02-13,5,Lakeview Clinic,seasonal spike expected
NM,2026-02-13,5,Downtown Clinic,seasonal spike expected
MN,2026-02-13,5,Lakeview Clinic,seasonal spike expected
MN,2026-02-13,2,Downtown Clinic,seasonal spike expected
MN,2026-02-13,3,Community Care,telehealth ok
MS,2026-02-13,4,Riverstone Medical,
MS,2026-02-13,6,Downtown Clinic,
MS,2026-02-13,2,Northside Health,seasonal spike expected
VA,2026-02-13,5,Riverstone Medical,telehealth ok
VA,2026-02-13,3,Community Care,seasonal spike expected
VA,2026-02-13,3,Northside Health,telehealth ok
AR,2026-02-13,4,Lakeview Clinic,telehealth ok
AR,2026-02-13,4,Northside Health,telehealth ok
AR,2026-02-13,6,Riverstone Medical,telehealth ok
WY,2026-02-14,4,Lakeview Clinic,telehealth ok
WY,2026-02-14,4,Downtown Clinic,seasonal spike expected
WY,2026-02-14,4,Northside Health,seasonal spike expected
OR,2026-02-14,3,Riverstone Medical,seasonal spike expected
OR,2026-02-14,1,Downtown Clinic,seasonal spike expected
OR,2026-02-14,3,Lakeview Clinic,
CA,2026-02-14,3,Northside Health,seasonal spike expected
CA,2026-02-14,2,Lakeview Clinic,telehealth ok
CA,2026-02-14,3,Downtown Clinic,telehealth ok
GA,2026-02-14,4,Northside Health,telehealth ok
GA,2026-02-14,1,Riverstone Medical,
GA,2026-02-14,1,Community Care,telehealth ok
AK,2026-02-14,1,Riverstone Medical,
AK,2026-02-14,4,Northside Health,telehealth ok
AK,2026-02-14,3,Community Care,seasonal spike expected
HI,2026-02-14,4,Northside Health,telehealth ok
HI,2026-02-14,3,Downtown Clinic,
HI,2026-02-14,4,Lakeview Clinic,seasonal spike expected
PA,2026-02-14,4,Riverstone Medical,
PA,2026-02-14,4,Community Care,seasonal spike expected
PA,2026-02-14,4,Lakeview Clinic,telehealth ok
AZ,2026-02-14,2,Northside Health,seasonal spike expected
AZ,2026-02-14,5,Riverstone Medical,telehealth ok
AZ,2026-02-14,5,Community Care,telehealth ok
RI,2026-02-14,2,Northside Health,seasonal spike expected
RI,2026-02-14,1,Lakeview Clinic,seasonal spike expected
RI,2026-02-14,1,Community Care,seasonal spike expected
NC,2026-02-14,3,Lakeview Clinic,seasonal spike expected
NC,2026-02-14,2,Community Care,seasonal spike expected
NC,2026-02-14,3,Downtown Clinic,seasonal spike expected
